"film_id","title","description","release_year","language_id","rental_duration","rental_rate","length","replacement_cost","rating","last_update","special_features","fulltext"
147,"Chocolat Harry","A Action-Packed Epistle of a Dentist And a Moose who must Meet a Mad Cow in Ancient Japan",2006,1,5,"0.99",101,"16.99","NC-17","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'action':5 'action-pack':4 'ancient':21 'chocolat':1 'cow':19 'dentist':10 'epistl':7 'harri':2 'japan':22 'mad':18 'meet':16 'moos':13 'must':15 'pack':6"
148,"Chocolate Duck","A Unbelieveable Story of a Mad Scientist And a Technical Writer who must Discover a Composer in Ancient China",2006,1,3,"2.99",132,"13.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'ancient':20 'china':21 'chocol':1 'compos':18 'discov':16 'duck':2 'mad':8 'must':15 'scientist':9 'stori':5 'technic':12 'unbeliev':4 'writer':13"
152,"Circus Youth","A Thoughtful Drama of a Pastry Chef And a Dentist who must Pursue a Girl in A Baloon",2006,1,5,"2.99",90,"13.99","PG-13","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'baloon':20 'chef':9 'circus':1 'dentist':12 'drama':5 'girl':17 'must':14 'pastri':8 'pursu':15 'thought':4 'youth':2"
153,"Citizen Shrek","A Fanciful Character Study of a Technical Writer And a Husband who must Redeem a Robot in The Outback",2006,1,7,"0.99",165,"18.99","G","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'charact':5 'citizen':1 'fanci':4 'husband':13 'must':15 'outback':21 'redeem':16 'robot':18 'shrek':2 'studi':6 'technic':9 'writer':10"
156,"Clerks Angels","A Thrilling Display of a Sumo Wrestler And a Girl who must Confront a Man in A Baloon",2006,1,3,"4.99",164,"15.99","G","2013-05-26 14:50:58.951","{Commentaries}","'angel':2 'baloon':20 'clerk':1 'confront':15 'display':5 'girl':12 'man':17 'must':14 'sumo':8 'thrill':4 'wrestler':9"
158,"Clones Pinocchio","A Amazing Drama of a Car And a Robot who must Pursue a Dentist in New Orleans",2006,1,6,"2.99",124,"16.99","R","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'amaz':4 'car':8 'clone':1 'dentist':16 'drama':5 'must':13 'new':18 'orlean':19 'pinocchio':2 'pursu':14 'robot':11"
159,"Closer Bang","A Unbelieveable Panorama of a Frisbee And a Hunter who must Vanquish a Monkey in Ancient India",2006,1,5,"4.99",58,"12.99","R","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'ancient':18 'bang':2 'closer':1 'frisbe':8 'hunter':11 'india':19 'monkey':16 'must':13 'panorama':5 'unbeliev':4 'vanquish':14"
160,"Club Graffiti","A Epic Tale of a Pioneer And a Hunter who must Escape a Girl in A U-Boat",2006,1,4,"0.99",65,"12.99","PG-13","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes""}","'boat':21 'club':1 'epic':4 'escap':14 'girl':16 'graffiti':2 'hunter':11 'must':13 'pioneer':8 'tale':5 'u':20 'u-boat':19"
162,"Clueless Bucket","A Taut Tale of a Car And a Pioneer who must Conquer a Sumo Wrestler in An Abandoned Fun House",2006,1,4,"2.99",95,"13.99","R","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'abandon':20 'bucket':2 'car':8 'clueless':1 'conquer':14 'fun':21 'hous':22 'must':13 'pioneer':11 'sumo':16 'tale':5 'taut':4 'wrestler':17"
166,"Color Philadelphia","A Thoughtful Panorama of a Car And a Crocodile who must Sink a Monkey in The Sahara Desert",2006,1,6,"2.99",149,"19.99","G","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'car':8 'color':1 'crocodil':11 'desert':20 'monkey':16 'must':13 'panorama':5 'philadelphia':2 'sahara':19 'sink':14 'thought':4"
167,"Coma Head","A Awe-Inspiring Drama of a Boy And a Frisbee who must Escape a Pastry Chef in California",2006,1,6,"4.99",109,"10.99","NC-17","2013-05-26 14:50:58.951","{Commentaries}","'awe':5 'awe-inspir':4 'boy':10 'california':21 'chef':19 'coma':1 'drama':7 'escap':16 'frisbe':13 'head':2 'inspir':6 'must':15 'pastri':18"
169,"Comforts Rush","A Unbelieveable Panorama of a Pioneer And a Husband who must Meet a Mad Cow in An Abandoned Mine Shaft",2006,1,3,"2.99",76,"19.99","NC-17","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'abandon':20 'comfort':1 'cow':17 'husband':11 'mad':16 'meet':14 'mine':21 'must':13 'panorama':5 'pioneer':8 'rush':2 'shaft':22 'unbeliev':4"
171,"Commandments Express","A Fanciful Saga of a Student And a Mad Scientist who must Battle a Hunter in An Abandoned Mine Shaft",2006,1,6,"4.99",59,"13.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'abandon':20 'battl':15 'command':1 'express':2 'fanci':4 'hunter':17 'mad':11 'mine':21 'must':14 'saga':5 'scientist':12 'shaft':22 'student':8"
172,"Coneheads Smoochy","A Touching Story of a Womanizer And a Composer who must Pursue a Husband in Nigeria",2006,1,7,"4.99",112,"12.99","NC-17","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'compos':11 'conehead':1 'husband':16 'must':13 'nigeria':18 'pursu':14 'smoochi':2 'stori':5 'touch':4 'woman':8"
174,"Confidential Interview","A Stunning Reflection of a Cat And a Woman who must Find a Astronaut in Ancient Japan",2006,1,6,"4.99",180,"13.99","NC-17","2013-05-26 14:50:58.951","{Commentaries}","'ancient':18 'astronaut':16 'cat':8 'confidenti':1 'find':14 'interview':2 'japan':19 'must':13 'reflect':5 'stun':4 'woman':11"
179,"Conquerer Nuts","A Taut Drama of a Mad Scientist And a Man who must Escape a Pioneer in An Abandoned Mine Shaft",2006,1,4,"4.99",173,"14.99","G","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'abandon':20 'conquer':1 'drama':5 'escap':15 'mad':8 'man':12 'mine':21 'must':14 'nut':2 'pioneer':17 'scientist':9 'shaft':22 'taut':4"
181,"Contact Anonymous","A Insightful Display of a A Shark And a Monkey who must Face a Database Administrator in Ancient India",2006,1,7,"2.99",166,"10.99","PG-13","2013-05-26 14:50:58.951","{Commentaries}","'administr':18 'ancient':20 'anonym':2 'contact':1 'databas':17 'display':5 'face':15 'india':21 'insight':4 'monkey':12 'must':14 'shark':9"
183,"Conversation Downhill","A Taut Character Study of a Husband And a Waitress who must Sink a Squirrel in A MySQL Convention",2006,1,4,"4.99",112,"14.99","R","2013-05-26 14:50:58.951","{Commentaries}","'charact':5 'convent':21 'convers':1 'downhil':2 'husband':9 'must':14 'mysql':20 'sink':15 'squirrel':17 'studi':6 'taut':4 'waitress':12"
185,"Cowboy Doom","A Astounding Drama of a Boy And a Lumberjack who must Fight a Butler in A Baloon",2006,1,3,"2.99",146,"10.99","PG","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'astound':4 'baloon':19 'boy':8 'butler':16 'cowboy':1 'doom':2 'drama':5 'fight':14 'lumberjack':11 'must':13"
186,"Craft Outfield","A Lacklusture Display of a Explorer And a Hunter who must Succumb a Database Administrator in A Baloon Factory",2006,1,6,"0.99",64,"17.99","NC-17","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'administr':17 'baloon':20 'craft':1 'databas':16 'display':5 'explor':8 'factori':21 'hunter':11 'lacklustur':4 'must':13 'outfield':2 'succumb':14"
187,"Cranes Reservoir","A Fanciful Documentary of a Teacher And a Dog who must Outgun a Forensic Psychologist in A Baloon Factory",2006,1,5,"2.99",57,"12.99","NC-17","2013-05-26 14:50:58.951","{Commentaries}","'baloon':20 'crane':1 'documentari':5 'dog':11 'factori':21 'fanci':4 'forens':16 'must':13 'outgun':14 'psychologist':17 'reservoir':2 'teacher':8"
192,"Crossing Divorce","A Beautiful Documentary of a Dog And a Robot who must Redeem a Womanizer in Berlin",2006,1,4,"4.99",50,"19.99","R","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'beauti':4 'berlin':18 'cross':1 'divorc':2 'documentari':5 'dog':8 'must':13 'redeem':14 'robot':11 'woman':16"
195,"Crowds Telemark","A Intrepid Documentary of a Astronaut And a Forensic Psychologist who must Find a Frisbee in An Abandoned Fun House",2006,1,3,"4.99",112,"16.99","R","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'abandon':20 'astronaut':8 'crowd':1 'documentari':5 'find':15 'forens':11 'frisbe':17 'fun':21 'hous':22 'intrepid':4 'must':14 'psychologist':12 'telemark':2"
201,"Cyclone Family","A Lacklusture Drama of a Student And a Monkey who must Sink a Womanizer in A MySQL Convention",2006,1,7,"2.99",176,"18.99","PG","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes""}","'convent':20 'cyclon':1 'drama':5 'famili':2 'lacklustur':4 'monkey':11 'must':13 'mysql':19 'sink':14 'student':8 'woman':16"
208,"Dares Pluto","A Fateful Story of a Robot And a Dentist who must Defeat a Astronaut in New Orleans",2006,1,7,"2.99",89,"16.99","PG-13","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'astronaut':16 'dare':1 'defeat':14 'dentist':11 'fate':4 'must':13 'new':18 'orlean':19 'pluto':2 'robot':8 'stori':5"
210,"Darko Dorado","A Stunning Reflection of a Frisbee And a Husband who must Redeem a Dog in New Orleans",2006,1,3,"4.99",130,"13.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'darko':1 'dog':16 'dorado':2 'frisbe':8 'husband':11 'must':13 'new':18 'orlean':19 'redeem':14 'reflect':5 'stun':4"
212,"Darn Forrester","A Fateful Story of a A Shark And a Explorer who must Succumb a Technical Writer in A Jet Boat",2006,1,7,"4.99",185,"14.99","G","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'boat':22 'darn':1 'explor':12 'fate':4 'forrest':2 'jet':21 'must':14 'shark':9 'stori':5 'succumb':15 'technic':17 'writer':18"
214,"Daughter Madigan","A Beautiful Tale of a Hunter And a Mad Scientist who must Confront a Squirrel in The First Manned Space Station",2006,1,3,"4.99",59,"13.99","PG-13","2013-05-26 14:50:58.951","{Trailers}","'beauti':4 'confront':15 'daughter':1 'first':20 'hunter':8 'mad':11 'madigan':2 'man':21 'must':14 'scientist':12 'space':22 'squirrel':17 'station':23 'tale':5"
216,"Day Unfaithful","A Stunning Documentary of a Composer And a Mad Scientist who must Find a Technical Writer in A U-Boat",2006,1,3,"4.99",113,"16.99","G","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'boat':23 'compos':8 'day':1 'documentari':5 'find':15 'mad':11 'must':14 'scientist':12 'stun':4 'technic':17 'u':22 'u-boat':21 'unfaith':2 'writer':18"
220,"Deer Virginian","A Thoughtful Story of a Mad Cow And a Womanizer who must Overcome a Mad Scientist in Soviet Georgia",2006,1,7,"2.99",106,"13.99","NC-17","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'cow':9 'deer':1 'georgia':21 'mad':8,17 'must':14 'overcom':15 'scientist':18 'soviet':20 'stori':5 'thought':4 'virginian':2 'woman':12"
225,"Destination Jerk","A Beautiful Yarn of a Teacher And a Cat who must Build a Car in A U-Boat",2006,1,3,"0.99",76,"19.99","PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'beauti':4 'boat':21 'build':14 'car':16 'cat':11 'destin':1 'jerk':2 'must':13 'teacher':8 'u':20 'u-boat':19 'yarn':5"
227,"Details Packer","A Epic Saga of a Waitress And a Composer who must Face a Boat in A U-Boat",2006,1,4,"4.99",88,"17.99","R","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'boat':16,21 'compos':11 'detail':1 'epic':4 'face':14 'must':13 'packer':2 'saga':5 'u':20 'u-boat':19 'waitress':8"
228,"Detective Vision","A Fanciful Documentary of a Pioneer And a Woman who must Redeem a Hunter in Ancient Japan",2006,1,4,"0.99",143,"16.99","PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'ancient':18 'detect':1 'documentari':5 'fanci':4 'hunter':16 'japan':19 'must':13 'pioneer':8 'redeem':14 'vision':2 'woman':11"
229,"Devil Desire","A Beautiful Reflection of a Monkey And a Dentist who must Face a Database Administrator in Ancient Japan",2006,1,6,"4.99",87,"12.99","R","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'administr':17 'ancient':19 'beauti':4 'databas':16 'dentist':11 'desir':2 'devil':1 'face':14 'japan':20 'monkey':8 'must':13 'reflect':5"
233,"Disciple Mother","A Touching Reflection of a Mad Scientist And a Boat who must Face a Moose in A Shark Tank",2006,1,3,"0.99",141,"17.99","PG","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'boat':12 'discipl':1 'face':15 'mad':8 'moos':17 'mother':2 'must':14 'reflect':5 'scientist':9 'shark':20 'tank':21 'touch':4"
235,"Divide Monster","A Intrepid Saga of a Man And a Forensic Psychologist who must Reach a Squirrel in A Monastery",2006,1,6,"2.99",68,"13.99","PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'divid':1 'forens':11 'intrepid':4 'man':8 'monasteri':20 'monster':2 'must':14 'psychologist':12 'reach':15 'saga':5 'squirrel':17"
236,"Divine Resurrection","A Boring Character Study of a Man And a Womanizer who must Succumb a Teacher in An Abandoned Amusement Park",2006,1,4,"2.99",100,"19.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'abandon':20 'amus':21 'bore':4 'charact':5 'divin':1 'man':9 'must':14 'park':22 'resurrect':2 'studi':6 'succumb':15 'teacher':17 'woman':12"
239,"Dogma Family","A Brilliant Character Study of a Database Administrator And a Monkey who must Succumb a Astronaut in New Orleans",2006,1,5,"4.99",122,"16.99","G","2013-05-26 14:50:58.951","{Commentaries}","'administr':10 'astronaut':18 'brilliant':4 'charact':5 'databas':9 'dogma':1 'famili':2 'monkey':13 'must':15 'new':20 'orlean':21 'studi':6 'succumb':16"
240,"Dolls Rage","A Thrilling Display of a Pioneer And a Frisbee who must Escape a Teacher in The Outback",2006,1,7,"2.99",120,"10.99","PG-13","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'display':5 'doll':1 'escap':14 'frisbe':11 'must':13 'outback':19 'pioneer':8 'rage':2 'teacher':16 'thrill':4"
242,"Doom Dancing","A Astounding Panorama of a Car And a Mad Scientist who must Battle a Lumberjack in A MySQL Convention",2006,1,4,"0.99",68,"13.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'astound':4 'battl':15 'car':8 'convent':21 'danc':2 'doom':1 'lumberjack':17 'mad':11 'must':14 'mysql':20 'panorama':5 'scientist':12"
246,"Doubtfire Labyrinth","A Intrepid Panorama of a Butler And a Composer who must Meet a Mad Cow in The Sahara Desert",2006,1,5,"4.99",154,"16.99","R","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'butler':8 'compos':11 'cow':17 'desert':21 'doubtfir':1 'intrepid':4 'labyrinth':2 'mad':16 'meet':14 'must':13 'panorama':5 'sahara':20"
247,"Downhill Enough","A Emotional Tale of a Pastry Chef And a Forensic Psychologist who must Succumb a Monkey in The Sahara Desert",2006,1,3,"0.99",47,"19.99","G","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'chef':9 'desert':22 'downhil':1 'emot':4 'enough':2 'forens':12 'monkey':18 'must':15 'pastri':8 'psychologist':13 'sahara':21 'succumb':16 'tale':5"
251,"Dragonfly Strangers","A Boring Documentary of a Pioneer And a Man who must Vanquish a Man in Nigeria",2006,1,6,"4.99",133,"19.99","NC-17","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'bore':4 'documentari':5 'dragonfli':1 'man':11,16 'must':13 'nigeria':18 'pioneer':8 'stranger':2 'vanquish':14"
252,"Dream Pickup","A Epic Display of a Car And a Composer who must Overcome a Forensic Psychologist in The Gulf of Mexico",2006,1,6,"2.99",135,"18.99","PG","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'car':8 'compos':11 'display':5 'dream':1 'epic':4 'forens':16 'gulf':20 'mexico':22 'must':13 'overcom':14 'pickup':2 'psychologist':17"
253,"Drifter Commandments","A Epic Reflection of a Womanizer And a Squirrel who must Discover a Husband in A Jet Boat",2006,1,5,"4.99",61,"18.99","PG-13","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'boat':20 'command':2 'discov':14 'drifter':1 'epic':4 'husband':16 'jet':19 'must':13 'reflect':5 'squirrel':11 'woman':8"
254,"Driver Annie","A Lacklusture Character Study of a Butler And a Car who must Redeem a Boat in An Abandoned Fun House",2006,1,4,"2.99",159,"11.99","PG-13","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'abandon':20 'anni':2 'boat':17 'butler':9 'car':12 'charact':5 'driver':1 'fun':21 'hous':22 'lacklustur':4 'must':14 'redeem':15 'studi':6"
257,"Drumline Cyclone","A Insightful Panorama of a Monkey And a Sumo Wrestler who must Outrace a Mad Scientist in The Canadian Rockies",2006,1,3,"0.99",110,"14.99","G","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'canadian':21 'cyclon':2 'drumlin':1 'insight':4 'mad':17 'monkey':8 'must':14 'outrac':15 'panorama':5 'rocki':22 'scientist':18 'sumo':11 'wrestler':12"
258,"Drums Dynamite","A Epic Display of a Crocodile And a Crocodile who must Confront a Dog in An Abandoned Amusement Park",2006,1,6,"0.99",96,"11.99","PG","2013-05-26 14:50:58.951","{Trailers}","'abandon':19 'amus':20 'confront':14 'crocodil':8,11 'display':5 'dog':16 'drum':1 'dynamit':2 'epic':4 'must':13 'park':21"
259,"Duck Racer","A Lacklusture Yarn of a Teacher And a Squirrel who must Overcome a Dog in A Shark Tank",2006,1,4,"2.99",116,"15.99","NC-17","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'dog':16 'duck':1 'lacklustur':4 'must':13 'overcom':14 'racer':2 'shark':19 'squirrel':11 'tank':20 'teacher':8 'yarn':5"
261,"Duffel Apocalypse","A Emotional Display of a Boat And a Explorer who must Challenge a Madman in A MySQL Convention",2006,1,5,"0.99",171,"13.99","G","2013-05-26 14:50:58.951","{Commentaries}","'apocalyps':2 'boat':8 'challeng':14 'convent':20 'display':5 'duffel':1 'emot':4 'explor':11 'madman':16 'must':13 'mysql':19"
262,"Dumbo Lust","A Touching Display of a Feminist And a Dentist who must Conquer a Husband in The Gulf of Mexico",2006,1,5,"0.99",119,"17.99","NC-17","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'conquer':14 'dentist':11 'display':5 'dumbo':1 'feminist':8 'gulf':19 'husband':16 'lust':2 'mexico':21 'must':13 'touch':4"
263,"Durham Panky","A Brilliant Panorama of a Girl And a Boy who must Face a Mad Scientist in An Abandoned Mine Shaft",2006,1,6,"4.99",154,"14.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'abandon':20 'boy':11 'brilliant':4 'durham':1 'face':14 'girl':8 'mad':16 'mine':21 'must':13 'panki':2 'panorama':5 'scientist':17 'shaft':22"
264,"Dwarfs Alter","A Emotional Yarn of a Girl And a Dog who must Challenge a Composer in Ancient Japan",2006,1,6,"2.99",101,"13.99","G","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'alter':2 'ancient':18 'challeng':14 'compos':16 'dog':11 'dwarf':1 'emot':4 'girl':8 'japan':19 'must':13 'yarn':5"
267,"Eagles Panky","A Thoughtful Story of a Car And a Boy who must Find a A Shark in The Sahara Desert",2006,1,4,"4.99",140,"14.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'boy':11 'car':8 'desert':21 'eagl':1 'find':14 'must':13 'panki':2 'sahara':20 'shark':17 'stori':5 'thought':4"
271,"Easy Gladiator","A Fateful Story of a Monkey And a Girl who must Overcome a Pastry Chef in Ancient India",2006,1,5,"4.99",148,"12.99","G","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'ancient':19 'chef':17 'easi':1 'fate':4 'girl':11 'gladiat':2 'india':20 'monkey':8 'must':13 'overcom':14 'pastri':16 'stori':5"
273,"Effect Gladiator","A Beautiful Display of a Pastry Chef And a Pastry Chef who must Outgun a Forensic Psychologist in A Manhattan Penthouse",2006,1,6,"0.99",107,"14.99","PG","2013-05-26 14:50:58.951","{Commentaries}","'beauti':4 'chef':9,13 'display':5 'effect':1 'forens':18 'gladiat':2 'manhattan':22 'must':15 'outgun':16 'pastri':8,12 'penthous':23 'psychologist':19"
275,"Egypt Tenenbaums","A Intrepid Story of a Madman And a Secret Agent who must Outrace a Astronaut in An Abandoned Amusement Park",2006,1,3,"0.99",85,"11.99","PG","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'abandon':20 'agent':12 'amus':21 'astronaut':17 'egypt':1 'intrepid':4 'madman':8 'must':14 'outrac':15 'park':22 'secret':11 'stori':5 'tenenbaum':2"
278,"Elf Murder","A Action-Packed Story of a Frisbee And a Woman who must Reach a Girl in An Abandoned Mine Shaft",2006,1,4,"4.99",155,"19.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'abandon':21 'action':5 'action-pack':4 'elf':1 'frisbe':10 'girl':18 'mine':22 'murder':2 'must':15 'pack':6 'reach':16 'shaft':23 'stori':7 'woman':13"
279,"Elizabeth Shane","A Lacklusture Display of a Womanizer And a Dog who must Face a Sumo Wrestler in Ancient Japan",2006,1,7,"4.99",152,"11.99","NC-17","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'ancient':19 'display':5 'dog':11 'elizabeth':1 'face':14 'japan':20 'lacklustur':4 'must':13 'shane':2 'sumo':16 'woman':8 'wrestler':17"
283,"Ending Crowds","A Unbelieveable Display of a Dentist And a Madman who must Vanquish a Squirrel in Berlin",2006,1,6,"0.99",85,"10.99","NC-17","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'berlin':18 'crowd':2 'dentist':8 'display':5 'end':1 'madman':11 'must':13 'squirrel':16 'unbeliev':4 'vanquish':14"
285,"English Bulworth","A Intrepid Epistle of a Pastry Chef And a Pastry Chef who must Pursue a Crocodile in Ancient China",2006,1,3,"0.99",51,"18.99","PG-13","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'ancient':20 'bulworth':2 'chef':9,13 'china':21 'crocodil':18 'english':1 'epistl':5 'intrepid':4 'must':15 'pastri':8,12 'pursu':16"
286,"Enough Raging","A Astounding Character Study of a Boat And a Secret Agent who must Find a Mad Cow in The Sahara Desert",2006,1,7,"2.99",158,"16.99","NC-17","2013-05-26 14:50:58.951","{Commentaries}","'agent':13 'astound':4 'boat':9 'charact':5 'cow':19 'desert':23 'enough':1 'find':16 'mad':18 'must':15 'rage':2 'sahara':22 'secret':12 'studi':6"
287,"Entrapment Satisfaction","A Thoughtful Panorama of a Hunter And a Teacher who must Reach a Mad Cow in A U-Boat",2006,1,5,"0.99",176,"19.99","R","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'boat':22 'cow':17 'entrap':1 'hunter':8 'mad':16 'must':13 'panorama':5 'reach':14 'satisfact':2 'teacher':11 'thought':4 'u':21 'u-boat':20"
291,"Evolution Alter","A Fanciful Character Study of a Feminist And a Madman who must Find a Explorer in A Baloon Factory",2006,1,5,"0.99",174,"10.99","PG-13","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'alter':2 'baloon':20 'charact':5 'evolut':1 'explor':17 'factori':21 'fanci':4 'feminist':9 'find':15 'madman':12 'must':14 'studi':6"
293,"Exorcist Sting","A Touching Drama of a Dog And a Sumo Wrestler who must Conquer a Mad Scientist in Berlin",2006,1,6,"2.99",167,"17.99","G","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'berlin':20 'conquer':15 'dog':8 'drama':5 'exorcist':1 'mad':17 'must':14 'scientist':18 'sting':2 'sumo':11 'touch':4 'wrestler':12"
295,"Expendable Stallion","A Amazing Character Study of a Mad Cow And a Squirrel who must Discover a Hunter in A U-Boat",2006,1,3,"0.99",97,"14.99","PG","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'amaz':4 'boat':23 'charact':5 'cow':10 'discov':16 'expend':1 'hunter':18 'mad':9 'must':15 'squirrel':13 'stallion':2 'studi':6 'u':22 'u-boat':21"
298,"Eyes Driving","A Thrilling Story of a Cat And a Waitress who must Fight a Explorer in The Outback",2006,1,4,"2.99",172,"13.99","PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'cat':8 'drive':2 'explor':16 'eye':1 'fight':14 'must':13 'outback':19 'stori':5 'thrill':4 'waitress':11"
306,"Feathers Metal","A Thoughtful Yarn of a Monkey And a Teacher who must Find a Dog in Australia",2006,1,3,"0.99",104,"12.99","PG-13","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes""}","'australia':18 'dog':16 'feather':1 'find':14 'metal':2 'monkey':8 'must':13 'teacher':11 'thought':4 'yarn':5"
308,"Ferris Mother","A Touching Display of a Frisbee And a Frisbee who must Kill a Girl in The Gulf of Mexico",2006,1,3,"2.99",142,"13.99","PG","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'display':5 'ferri':1 'frisbe':8,11 'girl':16 'gulf':19 'kill':14 'mexico':21 'mother':2 'must':13 'touch':4"
311,"Fiction Christmas","A Emotional Yarn of a A Shark And a Student who must Battle a Robot in An Abandoned Mine Shaft",2006,1,4,"0.99",72,"14.99","PG","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'abandon':20 'battl':15 'christma':2 'emot':4 'fiction':1 'mine':21 'must':14 'robot':17 'shaft':22 'shark':9 'student':12 'yarn':5"
313,"Fidelity Devil","A Awe-Inspiring Drama of a Technical Writer And a Composer who must Reach a Pastry Chef in A U-Boat",2006,1,5,"4.99",118,"11.99","G","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'awe':5 'awe-inspir':4 'boat':25 'chef':20 'compos':14 'devil':2 'drama':7 'fidel':1 'inspir':6 'must':16 'pastri':19 'reach':17 'technic':10 'u':24 'u-boat':23 'writer':11"
314,"Fight Jawbreaker","A Intrepid Panorama of a Womanizer And a Girl who must Escape a Girl in A Manhattan Penthouse",2006,1,3,"0.99",91,"13.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'escap':14 'fight':1 'girl':11,16 'intrepid':4 'jawbreak':2 'manhattan':19 'must':13 'panorama':5 'penthous':20 'woman':8"
315,"Finding Anaconda","A Fateful Tale of a Database Administrator And a Girl who must Battle a Squirrel in New Orleans",2006,1,4,"0.99",156,"10.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'administr':9 'anaconda':2 'battl':15 'databas':8 'fate':4 'find':1 'girl':12 'must':14 'new':19 'orlean':20 'squirrel':17 'tale':5"
316,"Fire Wolves","A Intrepid Documentary of a Frisbee And a Dog who must Outrace a Lumberjack in Nigeria",2006,1,5,"4.99",173,"18.99","R","2013-05-26 14:50:58.951","{Trailers}","'documentari':5 'dog':11 'fire':1 'frisbe':8 'intrepid':4 'lumberjack':16 'must':13 'nigeria':18 'outrac':14 'wolv':2"
