"payment_id","customer_id","staff_id","rental_id","amount","payment_date"
30800,159,2,3914,"5.99","2007-04-06 18:39:36.996577"
27901,509,1,8214,"5.99","2007-04-28 22:06:23.996577"
30791,158,2,6901,"5.99","2007-04-12 20:14:59.996577"
18558,17,2,2175,"5.99","2007-02-17 22:46:24.996577"
27898,509,1,6591,"5.99","2007-04-12 05:42:12.996577"
30770,157,1,4253,"5.99","2007-04-07 12:41:39.996577"
27891,508,2,9694,"5.99","2007-04-30 05:41:42.996577"
27885,508,1,7283,"5.99","2007-04-27 10:31:07.996577"
21347,459,1,15126,"5.99","2007-03-22 11:22:24.996577"
27876,507,1,7970,"5.99","2007-04-28 12:27:04.996577"
21353,460,1,12056,"5.99","2007-03-17 19:32:14.996577"
27875,507,2,7770,"5.99","2007-04-28 05:18:01.996577"
21358,460,2,13920,"5.99","2007-03-20 15:19:44.996577"
18560,17,2,3269,"5.99","2007-02-21 03:34:56.996577"
27854,505,2,10219,"5.99","2007-04-30 23:38:59.996577"
18561,18,2,1451,"5.99","2007-02-15 17:58:44.996577"
27848,505,2,4008,"5.99","2007-04-06 22:55:09.996577"
27839,504,1,4329,"5.99","2007-04-07 16:32:42.996577"
27814,502,2,5368,"5.99","2007-04-09 17:10:25.996577"
27747,496,1,5559,"5.99","2007-04-10 01:41:33.996577"
18563,18,2,2112,"5.99","2007-02-17 18:21:08.996577"
27739,495,1,8672,"5.99","2007-04-29 14:18:14.996577"
27738,495,1,8451,"5.99","2007-04-29 06:13:22.996577"
30757,155,2,7730,"5.99","2007-04-28 03:28:14.996577"
30751,155,1,6066,"5.99","2007-04-11 03:01:08.996577"
27718,494,2,4397,"5.99","2007-04-07 19:43:20.996577"
21418,466,1,13884,"5.99","2007-03-20 13:59:17.996577"
27707,493,1,3655,"5.99","2007-04-06 06:21:20.996577"
27685,490,1,8552,"5.99","2007-04-29 09:42:28.996577"
27677,490,1,4906,"5.99","2007-04-08 19:27:39.996577"
30740,154,1,4850,"5.99","2007-04-08 17:07:57.996577"
27666,488,2,9083,"5.99","2007-04-30 06:42:53.996577"
27662,488,1,7373,"5.99","2007-04-27 13:47:59.996577"
18580,23,1,3015,"5.99","2007-02-20 09:17:22.996577"
27661,488,2,6548,"5.99","2007-04-12 03:29:12.996577"
27659,488,2,4233,"5.99","2007-04-07 11:28:46.996577"
27610,484,2,9141,"5.99","2007-04-30 08:44:30.996577"
27604,484,2,5977,"5.99","2007-04-10 22:45:04.996577"
21478,471,1,13661,"5.99","2007-03-20 06:34:25.996577"
27586,482,2,6844,"5.99","2007-04-12 17:43:19.996577"
21481,471,1,14317,"5.99","2007-03-21 06:29:06.996577"
27553,479,1,9347,"5.99","2007-04-30 16:44:29.996577"
18586,24,1,2451,"5.99","2007-02-18 17:56:28.996577"
30729,153,2,4670,"5.99","2007-04-08 08:42:44.996577"
27532,477,1,8821,"5.99","2007-04-29 20:46:38.996577"
21494,472,2,15185,"5.99","2007-03-22 14:21:16.996577"
27525,477,2,4237,"5.99","2007-04-07 11:45:21.996577"
21510,474,2,10376,"5.99","2007-03-01 04:55:39.996577"
21524,475,1,11293,"5.99","2007-03-02 13:29:09.996577"
27517,476,1,4010,"5.99","2007-04-06 23:15:26.996577"
30728,153,1,4194,"5.99","2007-04-07 09:28:05.996577"
21533,476,2,12709,"5.99","2007-03-18 19:28:17.996577"
27511,475,2,8207,"5.99","2007-04-28 21:54:57.996577"
21557,480,1,11369,"5.99","2007-03-02 16:33:07.996577"
27501,475,2,3980,"5.99","2007-04-06 21:39:37.996577"
18594,26,1,1440,"5.99","2007-02-15 17:21:40.996577"
30725,152,1,9010,"5.99","2007-04-30 03:40:30.996577"
21584,482,1,15849,"5.99","2007-03-23 14:09:46.996577"
27482,473,2,5447,"5.99","2007-04-09 20:37:54.996577"
30702,149,2,6940,"5.99","2007-04-26 21:47:01.996577"
27476,472,2,8929,"5.99","2007-04-30 00:56:48.996577"
17526,346,1,1994,"5.99","2007-02-17 09:35:32.996577"
30690,148,1,9023,"5.99","2007-04-30 04:05:06.996577"
21618,487,2,10877,"5.99","2007-03-01 23:00:30.996577"
27474,472,1,6308,"5.99","2007-04-11 16:37:07.996577"
21620,487,1,11669,"5.99","2007-03-17 04:17:17.996577"
21621,487,2,11890,"5.99","2007-03-17 13:37:09.996577"
27473,472,2,6274,"5.99","2007-04-11 14:38:08.996577"
27464,471,1,6912,"5.99","2007-04-12 20:45:42.996577"
21626,488,2,10474,"5.99","2007-03-01 08:30:08.996577"
21629,488,2,12483,"5.99","2007-03-18 11:07:03.996577"
21631,488,2,14948,"5.99","2007-03-22 04:39:19.996577"
27457,470,1,9422,"5.99","2007-04-30 19:37:07.996577"
31710,246,2,9525,"5.99","2007-04-30 23:30:44.996577"
18638,32,2,2624,"5.99","2007-02-19 06:50:35.996577"
21640,489,2,14095,"5.99","2007-03-20 22:54:11.996577"
30638,145,1,3647,"5.99","2007-04-06 05:57:43.996577"
27453,470,1,6942,"5.99","2007-04-26 21:56:06.996577"
27443,470,1,3764,"5.99","2007-04-06 11:29:29.996577"
30632,144,2,8459,"5.99","2007-04-29 06:34:06.996577"
18643,34,2,2257,"5.99","2007-02-18 03:58:18.996577"
21658,491,2,15685,"5.99","2007-03-23 08:09:54.996577"
18660,39,1,1625,"5.99","2007-02-16 06:17:34.996577"
27421,468,2,8423,"5.99","2007-04-29 05:31:23.996577"
30628,144,2,7378,"5.99","2007-04-27 13:59:59.996577"
30610,142,1,9419,"5.99","2007-04-30 19:33:25.996577"
21675,494,1,11987,"5.99","2007-03-17 16:50:25.996577"
21678,494,2,14634,"5.99","2007-03-21 17:19:54.996577"
30592,141,1,4656,"5.99","2007-04-08 08:18:36.996577"
27418,468,2,6815,"5.99","2007-04-12 16:42:36.996577"
21683,495,2,10643,"5.99","2007-03-01 14:16:59.996577"
21685,495,1,12782,"5.99","2007-03-18 22:24:49.996577"
27412,468,1,3840,"5.99","2007-04-06 14:59:25.996577"
21695,496,1,13569,"5.99","2007-03-20 03:31:25.996577"
17827,427,1,1342,"5.99","2007-02-15 10:54:47.996577"
27404,467,2,7573,"5.99","2007-04-27 21:14:46.996577"
27387,464,1,9600,"5.99","2007-04-30 02:04:00.996577"
21705,497,1,15362,"5.99","2007-03-22 20:08:46.996577"
18695,47,2,3320,"5.99","2007-02-21 06:58:07.996577"
27383,464,1,4337,"5.99","2007-04-07 17:05:03.996577"
27341,460,1,6788,"5.99","2007-04-12 15:02:10.996577"
27328,459,1,7820,"5.99","2007-04-28 06:57:17.996577"
27314,458,1,6431,"5.99","2007-04-11 22:32:23.996577"
30580,139,2,7767,"5.99","2007-04-28 05:10:28.996577"
30537,137,2,3676,"5.99","2007-04-06 07:39:03.996577"
21740,501,1,15699,"5.99","2007-03-23 08:49:01.996577"
27303,457,2,4600,"5.99","2007-04-08 05:17:03.996577"
21775,504,2,13859,"5.99","2007-03-20 13:22:09.996577"
17829,427,1,1648,"5.99","2007-02-16 07:45:33.996577"
27294,455,2,7905,"5.99","2007-04-28 09:55:23.996577"
17837,429,2,1781,"5.99","2007-02-16 17:48:50.996577"
21797,506,2,15022,"5.99","2007-03-22 07:24:09.996577"
27238,449,2,10083,"5.99","2007-04-30 18:38:45.996577"
31696,245,2,7233,"5.99","2007-04-27 08:37:02.996577"
27221,448,2,3959,"5.99","2007-04-06 20:36:24.996577"
18731,57,1,2058,"5.99","2007-02-17 14:03:07.996577"
30535,136,2,9764,"5.99","2007-04-30 08:11:24.996577"
31902,265,1,8278,"5.99","2007-04-29 00:11:21.996577"
21812,509,2,10988,"5.99","2007-03-02 03:06:43.996577"
18748,62,1,3035,"5.99","2007-02-20 10:45:29.996577"
21816,509,2,14994,"5.99","2007-03-22 06:20:50.996577"
27219,447,2,9076,"5.99","2007-04-30 06:26:38.996577"
30490,132,2,5684,"5.99","2007-04-10 07:27:29.996577"
27200,446,1,7005,"5.99","2007-04-27 00:07:02.996577"
27174,443,2,10081,"5.99","2007-04-30 18:36:10.996577"
21847,513,1,12559,"5.99","2007-03-18 13:22:24.996577"
21850,513,1,13596,"5.99","2007-03-20 04:27:24.996577"
27166,443,2,6625,"5.99","2007-04-12 07:35:06.996577"
18767,68,2,1828,"5.99","2007-02-16 20:33:00.996577"
21856,513,2,15545,"5.99","2007-03-23 02:48:42.996577"
21867,514,1,15776,"5.99","2007-03-23 11:54:27.996577"
30487,132,1,4557,"5.99","2007-04-08 03:17:41.996577"
27165,443,2,3510,"5.99","2007-04-05 22:56:07.996577"
21875,515,1,12889,"5.99","2007-03-19 02:09:57.996577"
27163,442,2,9873,"5.99","2007-04-30 12:00:44.996577"
21893,517,1,15559,"5.99","2007-03-23 03:23:31.996577"
21894,518,1,10751,"5.99","2007-03-01 18:34:36.996577"
18777,71,2,3345,"5.99","2007-02-21 09:33:33.996577"
30470,130,2,9724,"5.99","2007-04-30 07:01:34.996577"
27151,442,1,4052,"5.99","2007-04-07 02:06:48.996577"
27140,441,1,6941,"5.99","2007-04-26 21:47:15.996577"
21913,520,1,12628,"5.99","2007-03-18 16:08:51.996577"
21914,520,1,12647,"5.99","2007-03-18 16:58:17.996577"
21918,520,2,13746,"5.99","2007-03-20 09:23:54.996577"
27111,439,2,5801,"5.99","2007-04-10 13:27:31.996577"
21932,521,2,14738,"5.99","2007-03-21 20:57:39.996577"
27108,439,2,3774,"5.99","2007-04-06 11:53:33.996577"
21937,522,2,10821,"5.99","2007-03-01 21:22:53.996577"
30462,129,2,10167,"5.99","2007-04-30 21:52:57.996577"
31693,245,1,6795,"5.99","2007-04-12 15:09:26.996577"
17854,432,2,1180,"5.99","2007-02-14 23:07:27.996577"
30444,128,1,9433,"5.99","2007-04-30 19:56:43.996577"
27082,436,1,9638,"5.99","2007-04-30 03:58:53.996577"
27078,436,2,8027,"5.99","2007-04-28 14:38:23.996577"
27066,435,1,8386,"5.99","2007-04-29 04:13:56.996577"
17858,434,2,1584,"5.99","2007-02-16 03:19:16.996577"
27048,433,1,8414,"5.99","2007-04-29 05:17:01.996577"
27043,433,1,6765,"5.99","2007-04-12 13:59:13.996577"
21976,527,1,11013,"5.99","2007-03-02 03:39:20.996577"
27026,432,1,4965,"5.99","2007-04-08 22:15:23.996577"
30442,128,2,9215,"5.99","2007-04-30 11:39:37.996577"
30433,128,2,3995,"5.99","2007-04-06 22:11:29.996577"
27015,430,1,5217,"5.99","2007-04-09 10:25:16.996577"
18810,81,1,2854,"5.99","2007-02-19 21:40:14.996577"
27003,428,1,9904,"5.99","2007-04-30 13:02:43.996577"
26998,428,1,6735,"5.99","2007-04-12 12:36:46.996577"
22001,529,1,14970,"5.99","2007-03-22 05:17:55.996577"
22008,530,1,13998,"5.99","2007-03-20 18:21:04.996577"
22009,530,2,14707,"5.99","2007-03-21 19:34:55.996577"
22012,531,1,10941,"5.99","2007-03-02 01:39:59.996577"
26995,428,1,3925,"5.99","2007-04-06 19:10:10.996577"
26992,427,2,8658,"5.99","2007-04-29 13:45:03.996577"
30425,127,2,4811,"5.99","2007-04-08 15:32:50.996577"
22020,532,2,10712,"5.99","2007-03-01 17:16:22.996577"
22021,532,1,10945,"5.99","2007-03-02 01:48:49.996577"
22025,532,2,12295,"5.99","2007-03-18 03:44:12.996577"
26991,427,1,8531,"5.99","2007-04-29 08:54:41.996577"
22032,532,1,16014,"5.99","2007-03-23 19:46:57.996577"
30424,127,1,4652,"5.99","2007-04-08 08:16:17.996577"
26986,427,2,5586,"5.99","2007-04-10 02:45:32.996577"
26981,426,1,9185,"5.99","2007-04-30 10:39:06.996577"
18817,83,1,1354,"5.99","2007-02-15 11:42:15.996577"
26980,426,1,7789,"5.99","2007-04-28 05:50:33.996577"
22043,534,2,10465,"5.99","2007-03-01 08:13:51.996577"
18818,83,1,1591,"5.99","2007-02-16 03:41:03.996577"
22046,534,2,11180,"5.99","2007-03-02 09:22:56.996577"
22048,534,1,12691,"5.99","2007-03-18 18:36:12.996577"
22052,535,2,10322,"5.99","2007-03-01 03:12:39.996577"
26958,425,2,4362,"5.99","2007-04-07 18:03:56.996577"
26943,424,2,4696,"5.99","2007-04-08 09:40:53.996577"
22064,535,2,15075,"5.99","2007-03-22 09:33:18.996577"
18824,84,1,2012,"5.99","2007-02-17 10:25:41.996577"
18828,85,1,2131,"5.99","2007-02-17 19:30:51.996577"
26931,423,1,7016,"5.99","2007-04-27 00:43:42.996577"
26910,421,2,4456,"5.99","2007-04-07 22:13:47.996577"
26908,421,2,3703,"5.99","2007-04-06 08:43:52.996577"
26886,419,2,5333,"5.99","2007-04-09 15:28:04.996577"
22083,538,1,10732,"5.99","2007-03-01 17:53:44.996577"
22085,538,2,12089,"5.99","2007-03-17 20:48:55.996577"
30411,126,2,3502,"5.99","2007-04-05 22:43:32.996577"
22094,539,2,13778,"5.99","2007-03-20 10:32:10.996577"
26879,418,2,8546,"5.99","2007-04-29 09:37:14.996577"
30383,123,1,7969,"5.99","2007-04-28 12:26:03.996577"
26862,416,2,8349,"5.99","2007-04-29 03:18:48.996577"
30375,122,1,8772,"5.99","2007-04-29 18:23:51.996577"
22106,541,1,10306,"5.99","2007-03-01 02:47:44.996577"
26848,415,2,6491,"5.99","2007-04-12 00:56:57.996577"
30340,120,1,4001,"5.99","2007-04-06 22:35:26.996577"
26844,414,2,10107,"5.99","2007-04-30 19:30:12.996577"
26820,411,2,8613,"5.99","2007-04-29 11:59:24.996577"
26813,411,2,5357,"5.99","2007-04-09 16:37:25.996577"
30336,119,1,8183,"5.99","2007-04-28 20:49:33.996577"
26805,410,2,7407,"5.99","2007-04-27 14:57:30.996577"
22152,546,2,11352,"5.99","2007-03-02 15:58:05.996577"
22155,546,2,13850,"5.99","2007-03-20 13:11:29.996577"
22162,547,2,11170,"5.99","2007-03-02 08:50:19.996577"
26803,410,2,6218,"5.99","2007-04-11 11:43:24.996577"
22170,548,1,12860,"5.99","2007-03-19 00:53:07.996577"
26800,410,2,5330,"5.99","2007-04-09 15:22:23.996577"
31688,244,1,10152,"5.99","2007-04-30 20:56:31.996577"
26793,409,2,8265,"5.99","2007-04-28 23:48:41.996577"
30331,119,1,5176,"5.99","2007-04-09 08:07:57.996577"
26784,409,2,5306,"5.99","2007-04-09 14:25:11.996577"
30314,117,2,5506,"5.99","2007-04-09 23:14:14.996577"
26781,409,1,3866,"5.99","2007-04-06 16:15:46.996577"
18878,96,2,2973,"5.99","2007-02-20 06:27:53.996577"
26762,407,1,7363,"5.99","2007-04-27 13:26:55.996577"
26745,406,2,7109,"5.99","2007-04-27 03:57:23.996577"
26738,405,1,8955,"5.99","2007-04-30 01:56:53.996577"
18885,98,2,1590,"5.99","2007-02-16 03:40:07.996577"
31685,244,2,8844,"5.99","2007-04-29 21:33:34.996577"
22252,557,2,15570,"5.99","2007-03-23 03:53:21.996577"
22256,558,2,11567,"5.99","2007-03-16 23:57:09.996577"
30311,116,2,7763,"5.99","2007-04-28 05:03:42.996577"
22259,558,2,13566,"5.99","2007-03-20 03:13:58.996577"
26724,404,1,8058,"5.99","2007-04-28 15:36:15.996577"
22261,558,1,14286,"5.99","2007-03-21 05:22:19.996577"
26714,403,2,10109,"5.99","2007-04-30 19:33:15.996577"
17867,437,2,2239,"5.99","2007-02-18 02:52:20.996577"
22269,559,1,13845,"5.99","2007-03-20 12:59:47.996577"
26710,403,2,8013,"5.99","2007-04-28 13:58:52.996577"
26693,402,2,3755,"5.99","2007-04-06 11:05:42.996577"
22279,560,2,14008,"5.99","2007-03-20 18:54:26.996577"
30296,115,1,6574,"5.99","2007-04-12 04:32:48.996577"
22295,562,1,12248,"5.99","2007-03-18 02:21:44.996577"
26678,400,2,9177,"5.99","2007-04-30 10:21:06.996577"
26677,400,1,7682,"5.99","2007-04-28 01:35:55.996577"
18926,109,2,2679,"5.99","2007-02-19 10:40:56.996577"
22320,564,2,14439,"5.99","2007-03-21 10:21:07.996577"
26674,400,2,6790,"5.99","2007-04-12 15:03:25.996577"
26673,400,2,5222,"5.99","2007-04-09 10:34:11.996577"
18927,109,2,3076,"5.99","2007-02-20 13:29:45.996577"
22330,565,2,12743,"5.99","2007-03-18 20:50:57.996577"
26668,399,2,8461,"5.99","2007-04-29 06:39:57.996577"
30285,114,2,7938,"5.99","2007-04-28 11:07:37.996577"
26660,398,2,9281,"5.99","2007-04-30 13:44:17.996577"
26655,398,2,5234,"5.99","2007-04-09 11:13:13.996577"
22351,567,2,15074,"5.99","2007-03-22 09:31:18.996577"
26642,397,1,3489,"5.99","2007-04-05 22:02:06.996577"
22358,568,2,15069,"5.99","2007-03-22 09:24:08.996577"
17884,442,1,1251,"5.99","2007-02-15 04:27:21.996577"
26638,396,1,9344,"5.99","2007-04-30 16:42:11.996577"
26623,395,1,4185,"5.99","2007-04-07 08:59:31.996577"
26601,393,2,4632,"5.99","2007-04-08 07:07:23.996577"
26579,391,1,4188,"5.99","2007-04-07 09:13:55.996577"
30270,113,2,7468,"5.99","2007-04-27 17:20:53.996577"
22395,572,1,13688,"5.99","2007-03-20 07:28:04.996577"
22399,573,2,11912,"5.99","2007-03-17 14:20:15.996577"
31674,243,2,9988,"5.99","2007-04-30 15:51:02.996577"
26575,390,1,9251,"5.99","2007-04-30 12:47:51.996577"
26573,390,1,7595,"5.99","2007-04-27 22:00:49.996577"
26569,390,1,4968,"5.99","2007-04-08 22:17:45.996577"
22418,575,2,12770,"5.99","2007-03-18 21:57:26.996577"
22425,576,2,12112,"5.99","2007-03-17 21:28:57.996577"
26546,388,2,7985,"5.99","2007-04-28 12:57:27.996577"
26542,388,2,4947,"5.99","2007-04-08 21:18:03.996577"
26539,387,1,6517,"5.99","2007-04-12 02:21:05.996577"
22446,578,2,13071,"5.99","2007-03-19 08:29:33.996577"
22447,578,2,13498,"5.99","2007-03-20 00:19:49.996577"
30267,113,1,5774,"5.99","2007-04-10 12:00:22.996577"
26536,386,1,9686,"5.99","2007-04-30 05:18:32.996577"
22452,579,2,12315,"5.99","2007-03-18 04:43:32.996577"
18948,114,2,3144,"5.99","2007-02-20 18:42:46.996577"
31662,243,2,3854,"5.99","2007-04-06 15:30:59.996577"
26496,383,2,4747,"5.99","2007-04-08 12:21:27.996577"
26428,376,1,8420,"5.99","2007-04-29 05:29:11.996577"
22478,582,1,11667,"5.99","2007-03-17 04:15:21.996577"
22480,582,2,13815,"5.99","2007-03-20 11:37:19.996577"
28305,267,1,9308,"6.99","2007-04-30 15:21:47.996577"
17513,343,1,1564,"6.99","2007-02-16 01:15:33.996577"
17516,343,2,2461,"6.99","2007-02-18 18:26:38.996577"
17539,349,2,2987,"6.99","2007-02-20 07:24:16.996577"
17555,353,2,3233,"6.99","2007-02-21 01:07:57.996577"
17558,354,1,2769,"6.99","2007-02-19 16:20:40.996577"
17568,357,2,2153,"6.99","2007-02-17 21:26:30.996577"
17580,360,2,2402,"6.99","2007-02-18 14:53:11.996577"
17582,360,2,2780,"6.99","2007-02-19 16:47:59.996577"
17603,365,1,1578,"6.99","2007-02-16 02:36:42.996577"
17617,370,2,1190,"6.99","2007-02-14 23:33:58.996577"
17620,371,1,1573,"6.99","2007-02-16 02:00:05.996577"
17628,373,1,1472,"6.99","2007-02-15 19:23:21.996577"
17696,388,2,1276,"6.99","2007-02-15 06:28:39.996577"
17714,392,2,1530,"6.99","2007-02-15 23:06:33.996577"
17718,393,1,1611,"6.99","2007-02-16 05:10:01.996577"
17729,395,1,3389,"6.99","2007-02-21 13:06:21.996577"
17732,396,2,1408,"6.99","2007-02-15 15:26:24.996577"
17736,398,1,2087,"6.99","2007-02-17 16:03:36.996577"
17742,400,2,1923,"6.99","2007-02-17 04:34:36.996577"
17750,403,2,3049,"6.99","2007-02-20 11:19:27.996577"
17815,423,1,2600,"6.99","2007-02-19 04:35:51.996577"
17816,423,2,2758,"6.99","2007-02-19 15:33:01.996577"
17819,424,1,3166,"6.99","2007-02-20 20:00:58.996577"
17821,425,1,3276,"6.99","2007-02-21 04:04:18.996577"
17822,426,1,1709,"6.99","2007-02-16 12:38:41.996577"
17844,430,1,1759,"6.99","2007-02-16 16:15:03.996577"
17852,431,2,3304,"6.99","2007-02-21 06:12:06.996577"
17881,439,1,3294,"6.99","2007-02-21 05:31:49.996577"
17897,446,2,2520,"6.99","2007-02-18 22:57:26.996577"
17922,451,1,1940,"6.99","2007-02-17 06:10:48.996577"
17926,451,1,3316,"6.99","2007-02-21 06:48:44.996577"
17954,456,2,2146,"6.99","2007-02-17 20:54:49.996577"
18000,467,1,3250,"6.99","2007-02-21 01:45:02.996577"
18018,472,2,1776,"6.99","2007-02-16 17:15:24.996577"
18033,477,1,1714,"6.99","2007-02-16 12:58:25.996577"
18039,478,1,2529,"6.99","2007-02-18 23:46:53.996577"
18048,479,2,2764,"6.99","2007-02-19 15:55:51.996577"
18103,498,1,1253,"6.99","2007-02-15 04:34:59.996577"
18116,500,2,2526,"6.99","2007-02-18 23:31:33.996577"
18127,504,1,2938,"6.99","2007-02-20 03:45:48.996577"
18132,506,1,1446,"6.99","2007-02-15 17:42:11.996577"
18136,506,2,2824,"6.99","2007-02-19 19:00:11.996577"
18155,512,1,1176,"6.99","2007-02-14 22:57:03.996577"
18190,520,2,2174,"6.99","2007-02-17 22:37:27.996577"
18198,523,2,1729,"6.99","2007-02-16 13:58:13.996577"
18213,526,2,2932,"6.99","2007-02-20 03:19:45.996577"
18214,526,1,3339,"6.99","2007-02-21 09:05:37.996577"
18234,533,2,2770,"6.99","2007-02-19 16:22:48.996577"
18263,541,1,2708,"6.99","2007-02-19 12:27:31.996577"
18285,550,1,1233,"6.99","2007-02-15 02:47:03.996577"
18297,553,2,3103,"6.99","2007-02-20 15:26:45.996577"
18299,554,1,2279,"6.99","2007-02-18 05:06:48.996577"
18301,554,1,3312,"6.99","2007-02-21 06:33:58.996577"
18303,556,1,2092,"6.99","2007-02-17 16:40:42.996577"
18307,556,2,3438,"6.99","2007-02-21 18:00:06.996577"
18309,557,2,2988,"6.99","2007-02-20 07:27:34.996577"
18352,569,1,1463,"6.99","2007-02-15 19:06:17.996577"
18358,570,2,2031,"6.99","2007-02-17 11:42:29.996577"
18378,574,1,3220,"6.99","2007-02-21 00:14:51.996577"
18388,576,2,3226,"6.99","2007-02-21 00:46:40.996577"
18391,577,2,3401,"6.99","2007-02-21 14:21:09.996577"
18392,578,2,1826,"6.99","2007-02-16 20:22:18.996577"
18412,584,2,3317,"6.99","2007-02-21 06:50:58.996577"
18424,588,2,1903,"6.99","2007-02-17 03:05:46.996577"
18436,590,1,2916,"6.99","2007-02-20 02:29:30.996577"
18441,592,2,1163,"6.99","2007-02-14 21:41:12.996577"
18453,594,1,2276,"6.99","2007-02-18 05:02:14.996577"
18465,599,2,3043,"6.99","2007-02-20 11:07:01.996577"
18467,599,1,3429,"6.99","2007-02-21 17:14:31.996577"
18504,3,1,1726,"6.99","2007-02-16 13:47:36.996577"
18505,3,2,1911,"6.99","2007-02-17 03:43:41.996577"
18537,11,1,1470,"6.99","2007-02-15 19:21:33.996577"
18554,16,2,1934,"6.99","2007-02-17 05:33:23.996577"
18590,25,2,1754,"6.99","2007-02-16 15:41:49.996577"
18598,26,2,2421,"6.99","2007-02-18 15:53:31.996577"
18628,31,2,2341,"6.99","2007-02-18 10:03:56.996577"
18636,32,2,1887,"6.99","2007-02-17 02:21:44.996577"
18694,47,1,2307,"6.99","2007-02-18 07:03:25.996577"
18701,49,2,1777,"6.99","2007-02-16 17:20:38.996577"
18720,54,2,2323,"6.99","2007-02-18 08:23:28.996577"
18727,56,2,1795,"6.99","2007-02-16 18:37:27.996577"
18744,62,2,1241,"6.99","2007-02-15 03:28:09.996577"
18762,66,2,3395,"6.99","2007-02-21 13:47:45.996577"
18788,75,2,3062,"6.99","2007-02-20 12:18:26.996577"
18791,76,1,1791,"6.99","2007-02-16 18:32:54.996577"
18802,78,2,2949,"6.99","2007-02-20 04:34:19.996577"
18854,90,2,2584,"6.99","2007-02-19 03:31:02.996577"
18895,100,2,3468,"6.99","2007-02-21 21:12:11.996577"
18912,107,2,2693,"6.99","2007-02-19 11:40:13.996577"
18925,109,2,2198,"6.99","2007-02-18 00:19:48.996577"
18929,111,1,1593,"6.99","2007-02-16 03:43:18.996577"
18944,113,1,3162,"6.99","2007-02-20 19:49:41.996577"
18951,115,1,3289,"6.99","2007-02-21 05:10:14.996577"
19008,130,1,2982,"6.99","2007-02-20 07:06:55.996577"
19029,137,1,2469,"6.99","2007-02-18 18:52:49.996577"
19042,140,2,2332,"6.99","2007-02-18 09:22:17.996577"
19070,147,1,2456,"6.99","2007-02-18 18:05:16.996577"
19074,148,2,1517,"6.99","2007-02-15 21:48:52.996577"
19080,149,2,1996,"6.99","2007-02-17 09:46:11.996577"
19112,158,2,2035,"6.99","2007-02-17 12:13:35.996577"
19130,163,1,2994,"6.99","2007-02-20 07:45:31.996577"
19155,171,2,3338,"6.99","2007-02-21 08:55:57.996577"
19172,176,1,1836,"6.99","2007-02-16 21:41:31.996577"
19183,178,1,1292,"6.99","2007-02-15 07:32:18.996577"
19184,178,2,1458,"6.99","2007-02-15 18:52:31.996577"
19189,178,2,2844,"6.99","2007-02-19 21:08:38.996577"
19218,187,2,1323,"6.99","2007-02-15 09:23:43.996577"
19232,189,1,3108,"6.99","2007-02-20 15:57:09.996577"
19247,193,2,2377,"6.99","2007-02-18 13:24:49.996577"
19248,193,2,2841,"6.99","2007-02-19 20:49:32.996577"
19279,200,2,1899,"6.99","2007-02-17 02:57:41.996577"
19286,201,2,2359,"6.99","2007-02-18 11:33:08.996577"
19296,211,2,3437,"6.99","2007-02-21 17:48:43.996577"
19305,213,2,2569,"6.99","2007-02-19 02:47:30.996577"
19319,216,2,1461,"6.99","2007-02-15 19:00:34.996577"
19325,217,1,2076,"6.99","2007-02-17 15:12:13.996577"
19339,222,2,2603,"6.99","2007-02-19 04:49:51.996577"
19350,227,1,2164,"6.99","2007-02-17 22:14:47.996577"
19379,234,2,3185,"6.99","2007-02-20 21:26:27.996577"
19386,236,2,2311,"6.99","2007-02-18 07:19:55.996577"
19421,244,2,1189,"6.99","2007-02-14 23:32:48.996577"
19441,251,1,2238,"6.99","2007-02-18 02:50:32.996577"
19448,253,2,1606,"6.99","2007-02-16 04:46:57.996577"
19459,255,1,1420,"6.99","2007-02-15 16:24:40.996577"
19466,256,1,2380,"6.99","2007-02-18 13:28:30.996577"
19493,262,1,2771,"6.99","2007-02-19 16:23:14.996577"
19513,267,1,2582,"6.99","2007-02-19 03:24:53.996577"
19521,267,1,11690,"6.99","2007-03-17 05:12:48.996577"
19531,268,2,11828,"6.99","2007-03-17 11:16:54.996577"
19547,269,2,14693,"6.99","2007-03-21 19:12:45.996577"
19560,270,2,15620,"6.99","2007-03-23 05:38:48.996577"
19572,272,2,12006,"6.99","2007-03-17 17:37:38.996577"
19577,273,1,10768,"6.99","2007-03-01 19:07:58.996577"
19587,273,1,15760,"6.99","2007-03-23 11:18:26.996577"
19604,275,1,10479,"6.99","2007-03-01 08:39:51.996577"
19656,279,2,11250,"6.99","2007-03-02 12:04:08.996577"
19668,279,2,15580,"6.99","2007-03-23 04:07:32.996577"
19691,283,1,12290,"6.99","2007-03-18 03:36:29.996577"
19724,287,2,14715,"6.99","2007-03-21 19:56:44.996577"
19747,289,2,13891,"6.99","2007-03-20 14:10:31.996577"
19752,290,1,11596,"6.99","2007-03-17 01:22:21.996577"
19771,293,2,13013,"6.99","2007-03-19 06:24:17.996577"
19775,293,1,14248,"6.99","2007-03-21 04:04:23.996577"
19780,294,1,10551,"6.99","2007-03-01 11:17:21.996577"
19797,295,1,14387,"6.99","2007-03-21 08:38:27.996577"
19798,295,1,14514,"6.99","2007-03-21 13:20:18.996577"
19822,298,2,10248,"6.99","2007-03-01 01:03:54.996577"
